,year_built,sqft,baths,stories,beds,garage,type,is_foreclosure,city,tags,price
26,2015.0,3563.0,4.0,2.0,4.0,2.0,single_family,,Denver,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'private_backyard', 'fenced_yard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'master_suite', 'park', 'groundscare']",1550000
27,1972.0,2386.0,2.0,2.0,4.0,2.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",623000
28,1973.0,634.0,1.0,1.0,1.0,2.0,condos,,Denver,"['central_air', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'big_bathroom', 'open_floor_plan', 'floor_plan', 'trails', 'lake', 'shopping']",219000
29,1964.0,1824.0,2.0,1.0,3.0,,single_family,,Denver,"['community_security_features', 'dishwasher', 'forced_air', 'recreation_facilities', 'rv_or_boat_parking', 'washer_dryer', 'basement', 'single_story', 'updated_kitchen', 'solar_system', 'fixer_upper']",390000
30,1951.0,2015.0,3.0,1.0,4.0,2.0,single_family,,Denver,"['central_air', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'modern_kitchen', 'large_kitchen', 'open_floor_plan', 'floor_plan', 'farm', 'ranch']",765000
31,1908.0,1991.0,3.0,2.0,4.0,,single_family,,Denver,"['central_air', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'dining_room', 'dishwasher', 'fireplace', 'forced_air', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard']",718750
32,1973.0,864.0,1.0,2.0,2.0,1.0,condos,,Denver,"['carport', 'central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'pets_allowed', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more']",174632
33,1955.0,2231.0,3.0,1.0,4.0,,single_family,,Denver,"['carport', 'central_air', 'community_security_features', 'dining_room', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'basement', 'single_story', 'modern_kitchen', 'large_kitchen', 'no_hoa', 'open_house', 'ensuite', 'farm', 'ranch', 'new_roof']",755000
34,2011.0,3529.0,4.0,2.0,4.0,2.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dining_room', 'dishwasher', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'ensuite']",1125000
35,1981.0,1080.0,1.0,1.0,2.0,1.0,condos,,Denver,"['central_air', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_spa_or_hot_tub', 'community_tennis_court', 'dishwasher', 'fireplace', 'hill_or_mountain_view', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'basement', 'updated_kitchen', 'basketball_court', 'tennis_court', 'rental_property', 'tennis', 'basketball', 'shopping']",466000
36,1908.0,1178.0,1.0,1.0,3.0,2.0,single_family,,Denver,"['city_view', 'community_outdoor_space', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'laundry_room', 'view', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'new_roof', 'trails', 'shopping', 'fixer_upper']",540000
37,1960.0,2569.0,3.0,1.0,3.0,2.0,single_family,,Denver,"['central_air', 'corner_lot', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'updated_kitchen', 'modern_kitchen', 'private_backyard', 'new_roof', 'views']",750000
38,2015.0,3871.0,5.0,3.0,5.0,2.0,condos,,Denver,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'den_or_office', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'pets_allowed', 'spa_or_hot_tub', 'view', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'lake']",1460000
39,1943.0,1717.0,3.0,1.0,3.0,2.0,single_family,,Denver,"['central_air', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_yard', 'fenced_yard', 'park', 'trails', 'shopping']",779000
40,1912.0,1197.0,2.0,2.0,2.0,1.0,condos,,Denver,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dining_room', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'pets_allowed', 'view', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'open_kitchen', 'ensuite', 'golf_course', 'shopping']",485000
41,2020.0,1508.0,2.0,2.0,2.0,2.0,single_family,,Denver,"['central_air', 'den_or_office', 'dishwasher', 'family_room', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard']",425000
0,1949.0,995.0,1.0,,2.0,1.0,single_family,,Lansing,"['community_outdoor_space', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'washer_dryer', 'garage_1_or_more', 'big_bathroom']",132500
1,1924.0,984.0,2.0,2.0,2.0,,single_family,,Lansing,"['city_view', 'community_outdoor_space', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'modern_kitchen', 'large_kitchen', 'front_porch']",108000
2,1989.0,4410.0,4.0,2.0,4.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'views']",402000
3,1910.0,1000.0,1.0,2.0,3.0,,single_family,,Lansing,"['community_outdoor_space', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'front_porch', 'investment_opportunity']",26000
4,1984.0,,2.0,1.0,4.0,,single_family,,Lansing,"['central_air', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'investment_opportunity']",163000
5,1979.0,1028.0,1.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'dishwasher', 'forced_air', 'basement', 'single_story']",140000
6,1944.0,832.0,1.0,1.0,2.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more']",110000
7,1973.0,1954.0,2.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'vaulted_ceiling', 'farm', 'ranch']",300000
8,1949.0,1015.0,3.0,2.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard', 'master_bedroom']",175100
9,1991.0,,1.0,,2.0,,mobile,,Lansing,['rental_property'],9900
10,1957.0,960.0,2.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch', 'shopping']",204000
11,1994.0,2630.0,3.0,2.0,4.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard']",310000
12,2003.0,1008.0,1.0,1.0,3.0,,single_family,,Lansing,"['community_outdoor_space', 'dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'big_lot']",162450
13,1977.0,3204.0,3.0,2.0,4.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'community_tennis_court', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'river_view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'floor_plan', 'efficient', 'farm', 'ranch', 'new_roof', 'park', 'shopping']",315000
14,1942.0,,3.0,1.0,5.0,,single_family,,Lansing,"['forced_air', 'single_story', 'rental_property']",159900
15,1922.0,1354.0,2.0,2.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard']",130000
16,1979.0,1921.0,2.0,2.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard']",197000
17,1949.0,624.0,1.0,1.0,2.0,,single_family,,Lansing,"['community_outdoor_space', 'washer_dryer', 'single_story', 'garage_1_or_more']",89900
18,1981.0,1644.0,2.0,2.0,3.0,,single_family,,Lansing,"['carport', 'dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'greenhouse']",148800
19,1925.0,774.0,1.0,1.0,2.0,,single_family,,Lansing,"['dishwasher', 'washer_dryer', 'basement', 'single_story', 'fenced_yard', 'community_center']",75000
20,1972.0,1442.0,2.0,2.0,4.0,,single_family,,Lansing,"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'fixer_upper']",69000
21,1940.0,812.0,1.0,1.0,2.0,,single_family,,Lansing,"['forced_air', 'basement', 'single_story', 'shopping']",62500
22,1924.0,660.0,1.0,1.0,1.0,,single_family,,Lansing,"['city_view', 'community_outdoor_space', 'forced_air', 'single_story']",79900
23,1954.0,1465.0,2.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'swimming_pool', 'single_story', 'garage_1_or_more', 'fenced_yard', 'vaulted_ceiling', 'farm', 'ranch', 'shopping', 'fixer_upper']",125000
24,1953.0,1884.0,1.0,1.0,2.0,,single_family,,Lansing,"['community_outdoor_space', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch', 'fixer_upper']",106900
25,2004.0,2414.0,3.0,1.0,5.0,,single_family,,Lansing,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'big_yard']",330000
26,1998.0,4948.0,5.0,2.0,5.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen', 'updated_kitchen', 'ensuite', 'trails', 'groundscare']",480000
27,1967.0,2375.0,2.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'dishwasher', 'washer_dryer', 'basement', 'single_story']",185000
28,1942.0,1076.0,1.0,1.0,2.0,,single_family,,Lansing,"['dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'new_roof', 'trails']",135000
29,1923.0,1815.0,2.0,2.0,3.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'big_lot', 'baseball']",138000
30,1947.0,1203.0,2.0,2.0,3.0,,single_family,,Lansing,"['dishwasher', 'forced_air', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'rental_property']",100000
31,1956.0,1362.0,1.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more']",75000
32,2021.0,,2.0,,2.0,,mobile,,Lansing,,89900
33,1952.0,1333.0,1.0,2.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard']",145000
34,1952.0,2250.0,2.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'master_bedroom', 'corner_lot', 'big_lot']",245000
35,1995.0,,2.0,,3.0,,mobile,,Lansing,"['master_bedroom', 'rental_property']",49900
36,1969.0,2046.0,3.0,2.0,4.0,,single_family,,Lansing,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories']",237050
37,1960.0,1826.0,2.0,2.0,3.0,,single_family,,Lansing,"['dishwasher', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'new_roof']",225000
38,1920.0,1298.0,2.0,2.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'front_porch']",169400
39,1961.0,1312.0,1.0,1.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch']",155000
40,1977.0,1467.0,3.0,2.0,3.0,,single_family,,Lansing,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more']",167000
41,1972.0,1100.0,2.0,1.0,2.0,,single_family,,Lansing,"['central_air', 'basement', 'single_story', 'shopping']",95000
0,1993.0,1824.0,2.0,1.0,4.0,2.0,single_family,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite', 'views']",410000
1,2009.0,2521.0,3.0,1.0,3.0,2.0,single_family,,Tallahassee,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'floor_plan', 'new_roof']",490000
2,1994.0,1054.0,2.0,1.0,3.0,,single_family,,Tallahassee,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'fireplace', 'single_story', 'shopping']",211000
3,1967.0,1024.0,2.0,2.0,2.0,,condos,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'recreation_facilities', 'two_or_more_stories', 'master_bedroom', 'shopping']",200000
4,1982.0,1792.0,3.0,2.0,3.0,,townhomes,,Tallahassee,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'fireplace', 'two_or_more_stories', 'big_bathroom', 'ensuite', 'maintenance', 'medicalcare', 'shopping']",284900
5,1955.0,1296.0,2.0,2.0,2.0,,single_family,,Tallahassee,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'lake_view', 'view', 'washer_dryer', 'water_view', 'two_or_more_stories', 'waterfront', 'modern_kitchen', 'open_kitchen', 'large_porch', 'lake']",415000
6,1997.0,1222.0,2.0,1.0,3.0,2.0,single_family,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'high_ceiling', 'fixer_upper']",194628
7,1988.0,2584.0,2.0,1.0,4.0,2.0,single_family,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'master_bedroom', 'floor_plan', 'ensuite', 'park', 'shopping']",520000
8,1963.0,1116.0,2.0,1.0,2.0,,single_family,,Tallahassee,"['community_outdoor_space', 'dining_room', 'fireplace', 'hardwood_floors', 'single_story', 'rental_property', 'big_lot', 'fixer_upper']",68000
9,1984.0,928.0,2.0,2.0,2.0,,townhomes,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories']",145000
10,2001.0,1648.0,2.0,1.0,3.0,2.0,townhomes,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'recreation_facilities', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'trails']",350000
11,1977.0,1512.0,2.0,1.0,3.0,2.0,single_family,,Tallahassee,"['dining_room', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more']",169500
12,2001.0,1411.0,2.0,1.0,3.0,2.0,single_family,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'new_roof', 'playground', 'shopping']",297000
13,1999.0,2667.0,3.0,1.0,3.0,2.0,single_family,,Tallahassee,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'vaulted_ceiling', 'floor_plan', 'front_porch', 'big_lot']",570000
14,2019.0,1768.0,3.0,2.0,3.0,2.0,single_family,,Tallahassee,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'front_porch', 'fenced_courtyard', 'shopping']",460000
15,1998.0,1624.0,2.0,1.0,3.0,2.0,single_family,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'vaulted_ceiling', 'master_bedroom', 'new_roof']",312000
16,1995.0,1893.0,2.0,1.0,4.0,2.0,single_family,,Tallahassee,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'shopping']",425000
